"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1973","Prince Edward Island","2016A000211","Value of natural honey and wax","Dollars","81","thousands","3","v47900","2.6","30","","","t","0"
"1973","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","320","","","","0"
"1973","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","3900","","","","0"
"1973","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","89","","","t","0"
"1973","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","347","","","","0"
"1973","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","160","","","","0"
"1973","Nova Scotia","2016A000212","Value of natural honey and wax","Dollars","81","thousands","3","v47901","3.6","164","","","t","0"
"1973","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","200","","","","0"
"1973","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","1850","","","","0"
"1973","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","106","","","t","0"
"1973","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","196","","","","0"
"1973","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","100","","","","0"
"1973","New Brunswick","2016A000213","Value of natural honey and wax","Dollars","81","thousands","3","v47902","4.6","103","","","t","0"
"1973","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","1830","","","","0"
"1973","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","52000","","","","0"
"1973","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","93","","","t","0"
"1973","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","4836","","","","0"
"1973","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","2466","","","","0"
"1973","Quebec","2016A000224","Value of natural honey and wax","Dollars","81","thousands","3","v47903","5.6","2509","","","t","0"
"1973","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","2200","","","","0"
"1973","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","97900","","","","0"
"1973","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","94","","","t","0"
"1973","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","9203","","","","0"
"1973","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","4233","","","","0"
"1973","Ontario","2016A000235","Value of natural honey and wax","Dollars","81","thousands","3","v47904","6.6","4332","","","t","0"
"1973","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","510","","","","0"
"1973","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","52000","","","","0"
"1973","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","161","","","t","0"
"1973","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","8372","","","","0"
"1973","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","3767","","","","0"
"1973","Manitoba","2016A000246","Value of natural honey and wax","Dollars","81","thousands","3","v47905","7.6","3874","","","t","0"
"1973","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","760","","","","0"
"1973","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","51600","","","","0"
"1973","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","128","","","t","0"
"1973","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","6605","","","","0"
"1973","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","2972","","","","0"
"1973","Saskatchewan","2016A000247","Value of natural honey and wax","Dollars","81","thousands","3","v47906","8.6","3056","","","t","0"
"1973","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","1300","","","","0"
"1973","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","145000","","","","0"
"1973","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","149","","","t","0"
"1973","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","21605","","","","0"
"1973","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","9722","","","","0"
"1973","Alberta","2016A000248","Value of natural honey and wax","Dollars","81","thousands","3","v47907","9.6","9997","","","t","0"
"1973","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","1700","","","","0"
"1973","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","33030","","","","0"
"1973","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","103","","","t","0"
"1973","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","3402","","","","0"
"1973","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","1735","","","","0"
"1973","British Columbia","2016A000259","Value of natural honey and wax","Dollars","81","thousands","3","v47908","10.6","1770","","","t","0"
"1974","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","11350","","","","0"
"1974","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","473570","","","","0"
"1974","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","97","","","t","0"
"1974","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","45786","","","","0"
"1974","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","21135","","","","0"
"1974","Canada","2016A000011124","Value of natural honey and wax","Dollars","81","thousands","3","v47899","1.6","21920","","","t","0"
"1974","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","100","","","","0"
"1974","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","700","","","","0"
"1974","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","35","","","t","0"
"1974","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","24","","","","0"
"1974","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","19","","","","0"
"1974","Prince Edward Island","2016A000211","Value of natural honey and wax","Dollars","81","thousands","3","v47900","2.6","19","","","t","0"
"1974","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","380","","","","0"
"1974","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","3800","","","","0"
"1974","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","75","","","t","0"
"1974","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","285","","","","0"
"1974","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","151","","","","0"
"1974","Nova Scotia","2016A000212","Value of natural honey and wax","Dollars","81","thousands","3","v47901","3.6","157","","","t","0"
"1974","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","240","","","","0"
"1974","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","2300","","","","0"
"1974","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","53","","","t","0"
"1974","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","122","","","","0"
"1974","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","79","","","","0"
"1974","New Brunswick","2016A000213","Value of natural honey and wax","Dollars","81","thousands","3","v47902","4.6","80","","","t","0"
"1974","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","1990","","","","0"
"1974","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","55870","","","","0"
"1974","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","55","","","t","0"
"1974","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","3073","","","","0"
"1974","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","2235","","","","0"
"1974","Quebec","2016A000224","Value of natural honey and wax","Dollars","81","thousands","3","v47903","5.6","2272","","","t","0"
"1974","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","2400","","","","0"
"1974","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","99900","","","","0"
"1974","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","54","","","t","0"
"1974","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","5395","","","","0"
"1974","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","3075","","","","0"
"1974","Ontario","2016A000235","Value of natural honey and wax","Dollars","81","thousands","3","v47904","6.6","3167","","","t","0"
"1974","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","810","","","","0"
"1974","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","60000","","","","0"
"1974","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","143","","","t","0"
"1974","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","8580","","","","0"
"1974","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","3518","","","","0"
"1974","Manitoba","2016A000246","Value of natural honey and wax","Dollars","81","thousands","3","v47905","7.6","3665","","","t","0"
"1974","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","830","","","","0"
"1974","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","54000","","","","0"
"1974","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","132","","","t","0"
"1974","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","7128","","","","0"
"1974","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","2922","","","","0"
"1974","Saskatchewan","2016A000247","Value of natural honey and wax","Dollars","81","thousands","3","v47906","8.6","3047","","","t","0"
"1974","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","1800","","","","0"
"1974","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","156000","","","","0"
"1974","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","115","","","t","0"
